input,output
어선 제5제동호 동해영해 50~100톤미만 1월 16-20시,운항저해
어선 제99우진호 서해영해 50~100톤미만 2월 20-24시,조타장치손상
어선 제722선덕호 서해영해 50~100톤미만 10월 16-20시,화재 · 폭발
어선 우진호 서해영해 50~100톤미만 6월 12-16시,부유물감김
어선 한려86호 남해영해 50~100톤미만 10월 8-12시,좌초
어선 제306태성호 남해영해 50~100톤미만 5월 8-12시,해양오염
"여객선 씨스타7호 동해공해 1,000~5,000톤미만 5월 12-16시",해양오염
어선 제3조일호 동해공해 50~100톤미만 1월 4-8시,기타
"여객선 씨스타7호 동해항, 묵호항, 속초항, 삼척항 1,000~5,000톤미만 5월 8-12시",조타장치손상
어선 309부영호 남해공해 50~100톤미만 2월 20-24시,안전사고
어선 제5대성호 동해공해 50~100톤미만 2월 20-24시,조타장치손상
어선 제107대경호 기타 50~100톤미만 6월 12-16시,기관손상
어선 808남성호 기타 50~100톤미만 6월 12-16시,기관손상
어선 해명호 동해공해 5~10톤미만 9월 8-12시,안전사고
어선 제703창남호 남해영해 50~100톤미만 11월 16-20시,충돌
어선 808남성호 기타 50~100톤미만 2월 20-24시,기관손상
"화물선 알렉산더 서해영해 1,000~5,000톤미만 7월 8-12시",안전사고
어선 6동신호 동해공해 50~100톤미만 12월 4-8시,충돌
어선 제5대성호 동해공해 50~100톤미만 12월 0-4시,충돌
"여객선 미래9호 인천항 및 진입수로 1,000~5,000톤미만 5월 4-8시",충돌
어선 제5대성호 동해공해 50~100톤미만 1월 4-8시,충돌
어선 어선 제107대경호 동해공해 50~100톤미만 2월 0-4시,기관손상
어선 제107대경호 동해공해 50~100톤미만 3월 16-20시,추진축계손상
"화물선 미래9호 서해영해 1,000~5,000톤미만 5월 16-20시",해양오염
어선 제107대경호 동해공해 50~100톤미만 5월 20-24시,추진축계손상
"기타선 한국에스피1500호 인천항 및 진입수로 1,000~5,000톤미만 9월 16-20시",화재 · 폭발
"유조선 우성호 남해영해 1,000~5,000톤미만 5월 12-16시",안전사고
어선 111금성호 남해영해 50~100톤미만 9월 4-8시,충돌
어선 제107대경호 동해공해 50~100톤미만 5월 4-8시,추진축계손상
어선 제201신성호 남해영해 50~100톤미만 6월 8-12시,화재 · 폭발
어선 제305한창호 남해영해 50~100톤미만 12월 4-8시,충돌
"유조선 홍유 남해영해 1,000~5,000톤미만 10월 20-24시",충돌
어선 제107대경호 동해공해 50~100톤미만 1월 0-4시,부유물감김
어선 제9청양호 동해영해 50~100톤미만 9월 4-8시,충돌
어선 제3한진호 동해공해 50~100톤미만 11월 0-4시,추진축계손상
어선 제9청양호 남해영해 50~100톤미만 11월 12-16시,안전사고
어선 성은호 남해공해 50~100톤미만 1월 8-12시,부유물감김
"화물선 금양포스트 남해영해 1,000~5,000톤미만 9월 4-8시",충돌
"기타선 일조1호 장항항,군산항 및 진입수로 1,000~5,000톤미만 7월 8-12시",침수
"화물선 유진 서해영해 1,000~5,000톤미만 11월 4-8시",좌초
어선 남진호 동해영해 5~10톤미만 9월 4-8시,안전사고
어선 성은호 남해공해 50~100톤미만 7월 16-20시,추진축계손상
어선 제5동해호 동해공해 50~100톤미만 9월 8-12시,기관손상
어선 제5동해호 동해공해 50~100톤미만 4월 12-16시,기관손상
어선 제88대양호 남해영해 50~100톤미만 7월 4-8시,추진축계손상
어선 제5동해호 동해공해 50~100톤미만 6월 0-4시,기관손상
어선 제5동해호 동해공해 50~100톤미만 1월 8-12시,기관손상
어선 제207해진호 남해영해 50~100톤미만 3월 12-16시,추진축계손상
"기타선 제202대양 제주항, 서귀포항 1,000~5,000톤미만 3월 16-20시",좌초
어선 제33동익호 동해공해 50~100톤미만 9월 8-12시,추진축계손상
어선 제5동해호 동해공해 50~100톤미만 10월 12-16시,접촉
"화물선 징펑 서해공해 1,000~5,000톤미만 7월 20-24시",충돌
어선 제2018성운호 남해영해 50~100톤미만 5월 4-8시,안전사고
어선 301보광호 남해영해 50~100톤미만 1월 20-24시,기관손상
어선 금강3호 서해영해 5~10톤미만 10월 20-24시,안전사고
어선 216상진호 동해영해 50~100톤미만 3월 8-12시,해양오염
어선 중원호 인천항 및 진입수로 50~100톤미만 4월 12-16시,좌초
어선 대운호 서해영해 50~100톤미만 5월 12-16시,안전사고
어선 909수정호 동해공해 50~100톤미만 5월 12-16시,충돌
"화물선 성우제주호 제주항, 서귀포항 1,000~5,000톤미만 4월 8-12시",충돌
어선 남성호 남해영해 5~10톤미만 10월 16-20시,안전사고
어선 중원호 서해영해 50~100톤미만 6월 8-12시,충돌
어선 제322광덕호 서해영해 50~100톤미만 6월 8-12시,충돌
어선 제2015홍명호 서해영해 50~100톤미만 8월 4-8시,충돌
어선 2014해민호 서해영해 50~100톤미만 8월 8-12시,부유물감김
어선 3명신호 부산항 및 진입수로 50~100톤미만 9월 20-24시,충돌
"화물선 성우제주호 서해영해 1,000~5,000톤미만 5월 20-24시",충돌
어선 제2007대성호 동해영해 50~100톤미만 10월 8-12시,안전사고
"유조선 칼리오페호 서해영해 1,000~5,000톤미만 7월 4-8시",충돌
어선 호진15호 서해영해 50~100톤미만 11월 20-24시,조타장치손상
어선 77명성호 서해영해 50~100톤미만 11월 0-4시,좌초
어선 207서현호 남해영해 50~100톤미만 11월 20-24시,충돌
어선 제9대양호 남해영해 50~100톤미만 11월 4-8시,충돌
어선 인숙호 남해공해 50~100톤미만 12월 16-20시,부유물감김
"화물선 쉥쉬1 서해공해 1,000~5,000톤미만 9월 0-4시",충돌
"화물선 하오헝11 서해영해 1,000~5,000톤미만 2월 12-16시",조타장치손상
어선 139흥진호 목포항 및 진입수로 50~100톤미만 12월 4-8시,충돌
어선 제1금강호 서해영해 50~100톤미만 12월 12-16시,기관손상
어선 305운화호 서해공해 50~100톤미만 9월 0-4시,충돌
어선 동진호 기타 50~100톤미만 12월 20-24시,추진축계손상
"유조선 아르모니아 서해영해 5,000~10,000톤미만 4월 4-8시",안전사고
어선 만성호 서해영해 5~10톤미만 11월 12-16시,안전사고
"어선 제207서현호 제주항, 서귀포항 50~100톤미만 2월 8-12시",충돌
"어선 제205익성호 제주항, 서귀포항 50~100톤미만 3월 8-12시",해양오염
어선 중원호 서해영해 50~100톤미만 3월 20-24시,안전사고
어선 호진15호 서해영해 50~100톤미만 4월 20-24시,기관손상
"화물선 NO1 POHAH 부산항 및 진입수로 5,000~10,000톤미만 7월 12-16시",해양오염
"화물선 톈 푸 톈진 인천항 및 진입수로 5,000~10,000톤미만 11월 8-12시",좌초
"기타선 해안피11호 여수항, 광양항 및 진입수로 5,000~10,000톤미만 5월 8-12시",운항저해
"기타선 재원12000호 서해영해 5,000~10,000톤미만 3월 20-24시",충돌
"유조선 팔라디 남해영해 5,000~10,000톤미만 8월 0-4시",기타
"유조선 아시안리겔(ASIAN RIGEL) 울산항(미포만포함), 포항항 5,000~10,000톤미만 10월 4-8시",안전사고
어선 제25호진호 서해영해 50~100톤미만 4월 20-24시,기관손상
"유조선 아시안리겔호 남해공해 5,000~10,000톤미만 7월 12-16시",안전사고
어선 제522경덕호 서해공해 50~100톤미만 4월 12-16시,전복
어선 제1금강호 서해영해 50~100톤미만 4월 12-16시,기관손상
어선 제2001지성호 서해영해 50~100톤미만 6월 4-8시,충돌
어선 제216상진호 남해영해 50~100톤미만 7월 4-8시,부유물감김
어선 제205익성호 서해영해 50~100톤미만 8월 8-12시,충돌
어선 제203대영호 서해영해 50~100톤미만 9월 8-12시,충돌
어선 제27금영호 서해영해 50~100톤미만 9월 4-8시,충돌
어선 영성호 남해영해 50~100톤미만 10월 4-8시,좌초
어선 제139흥진호 남해영해 50~100톤미만 11월 16-20시,충돌
어선 제137안성호 남해영해 50~100톤미만 11월 0-4시,좌초
"어선 제72갑성호 삼천포, 통영항, 통영해만, 견내량수로 50~100톤미만 11월 20-24시",화재 · 폭발
어선 202기룡호 남해영해 50~100톤미만 12월 8-12시,충돌
"유조선 여수케미호 기타 5,000~10,000톤미만 8월 16-20시",화재 · 폭발
어선 제2백승호 남해공해 5~10톤미만 9월 20-24시,충돌
"여객선 레드스타호 부산항 및 진입수로 5,000~10,000톤미만 8월 4-8시",충돌
어선 인숙호 동해영해 50~100톤미만 12월 12-16시,충돌
어선 216상진호 동해영해 50~100톤미만 12월 12-16시,조타장치손상
어선 제135삼화호 동해공해 50~100톤미만 2월 8-12시,조타장치손상
어선 제208영창호 남해영해 50~100톤미만 4월 4-8시,좌초
어선 제2020청용호 남해공해 50~100톤미만 9월 20-24시,충돌
어선 인숙호 남해영해 50~100톤미만 5월 8-12시,접촉
어선 2014경남호 남해영해 50~100톤미만 5월 20-24시,부유물감김
"어선 명성호 장항항,군산항 및 진입수로 50~100톤미만 6월 8-12시",침수
어선 88동원호 서해영해 50~100톤미만 7월 16-20시,안전사고
어선 제77장원호 동해영해 50~100톤미만 7월 12-16시,기관손상
"화물선 야루지앙 남해영해 5,000~10,000톤미만 7월 0-4시",충돌
"화물선 미래15호 동해영해 5,000~10,000톤미만 8월 4-8시",충돌
"화물선 세주신광 제주항, 서귀포항 5,000~10,000톤미만 12월 4-8시",충돌
어선 성주호 서해공해 50~100톤미만 7월 4-8시,부유물감김
"화물선 세주신광호 제주항, 서귀포항 5,000~10,000톤미만 12월 16-20시",충돌
"화물선 세주신광호 제주항, 서귀포항 5,000~10,000톤미만 3월 4-8시",충돌
어선 제207만어호 서해공해 50~100톤미만 7월 20-24시,기관손상
"화물선 세주신광호 제주항, 서귀포항 5,000~10,000톤미만 11월 12-16시",충돌
어선 제16웅진호 서해공해 50~100톤미만 8월 8-12시,부유물감김
어선 27협신호 목포항 및 진입수로 50~100톤미만 8월 8-12시,해양오염
어선 유성505호 서해공해 50~100톤미만 9월 8-12시,충돌
"유조선 우태호(WOO TAE) 울산항(미포만포함), 포항항 5,000~10,000톤미만 6월 8-12시",해양오염
어선 제25민성호 서해영해 50~100톤미만 9월 8-12시,안전사고
어선 제618경선호 남해공해 50~100톤미만 9월 0-4시,기관손상
"화물선 사잔카 동해영해 5,000~10,000톤미만 12월 8-12시",충돌
수상레저기구 남산호 서해영해 1톤미만 9월 8-12시,충돌
"화물선 타이레이커호 남해영해 5,000~10,000톤미만 6월 20-24시",충돌
"화물선 썬 피오니호 기타 5,000~10,000톤미만 12월 20-24시",침수
어선 제133삼화호 동해영해 50~100톤미만 9월 12-16시,조타장치손상
어선 제505유일호 기타 50~100톤미만 10월 4-8시,추진축계손상
"유조선 비디51 대산항 및 진입수로 5,000~10,000톤미만 10월 8-12시",해양오염
어선 207만어호 동해영해 50~100톤미만 10월 8-12시,기관손상
"유조선 BD51 서해영해 5,000~10,000톤미만 6월 4-8시",화재 · 폭발
어선 제2003신성호 서해영해 50~100톤미만 11월 16-20시,안전사고
어선 동진호 동해공해 50~100톤미만 11월 4-8시,안전사고
어선 제25민성호 서해영해 50~100톤미만 11월 4-8시,안전사고
"화물선 해신6호 남해공해 5,000~10,000톤미만 7월 0-4시",안전사고
어선 제2003신성호 서해영해 50~100톤미만 12월 12-16시,안전사고
어선 제117삼흥호  서해영해 50~100톤미만 12월 16-20시,부유물감김
어선 제618경선호 남해영해 50~100톤미만 12월 4-8시,충돌
어선 115왕성호 동해공해 50~100톤미만 1월 12-16시,부유물감김
"어선 제103동주호 울산항(미포만포함), 포항항 50~100톤미만 1월 16-20시",운항저해
어선 제207만어호 기타 50~100톤미만 1월 4-8시,부유물감김
어선 제106대화호 남해영해 50~100톤미만 1월 4-8시,충돌
어선 제117삼흥호 서해영해 50~100톤미만 4월 4-8시,안전사고
어선 제157믿음호 서해영해 50~100톤미만 4월 0-4시,부유물감김
"기타선 금용1700 부산항 및 진입수로 5,000~10,000톤미만 3월 8-12시",충돌
"기타선 흥우8400호 남해영해 5,000~10,000톤미만 6월 8-12시",화재 · 폭발
어선 청용호 목포항 및 진입수로 50~100톤미만 4월 8-12시,침수
"화물선 일신프린세스로얄호 남해영해 5,000~10,000톤미만 8월 20-24시",충돌
"기타선 명진20001 기타 5,000~10,000톤미만 3월 0-4시",충돌
어선 금강1호 서해영해 50~100톤미만 5월 16-20시,조타장치손상
"화물선 씬롱헤 평택항, 당진항 5,000~10,000톤미만 6월 12-16시",안전사고
어선 제322광덕호 서해영해 50~100톤미만 5월 0-4시,안전사고
"어선 202기룡호 장항항,군산항 및 진입수로 50~100톤미만 7월 8-12시",해양오염
어선 115왕성호 동해영해 50~100톤미만 7월 16-20시,기관손상
어선 제25민성호 인천항 및 진입수로 50~100톤미만 7월 12-16시,화재 · 폭발
어선 225동경호 남해영해 50~100톤미만 8월 16-20시,부유물감김
어선 제2003신성호 서해영해 50~100톤미만 8월 12-16시,안전사고
어선 제25민성호 서해공해 50~100톤미만 9월 16-20시,안전사고
어선 제1금강호 서해공해 50~100톤미만 9월 0-4시,안전사고
"유조선 제이호프호 남해영해 5,000~10,000톤미만 4월 4-8시",충돌
"예인선 신정801호 울산항(미포만포함), 포항항 100~500톤미만 4월 8-12시",안전사고
"화물선 UNION SECCESS 울산항(미포만포함), 포항항 5,000~10,000톤미만 6월 16-20시",해양오염
어선 909수정호 동해공해 50~100톤미만 10월 4-8시,추진축계손상
"화물선 씨월드마린 제주항, 서귀포항 5,000~10,000톤미만 1월 4-8시",안전사고
"유조선 건설3호 서해영해 5,000~10,000톤미만 9월 0-4시",충돌
어선 제16명성호 서해영해 50~100톤미만 10월 8-12시,충돌
어선 제1금강호 서해영해 50~100톤미만 10월 12-16시,기관손상
"유조선 건설3호 울산항(미포만포함), 포항항 5,000~10,000톤미만 7월 20-24시",충돌
"유조선 건설3호 남해영해 5,000~10,000톤미만 8월 0-4시",충돌
어선 제2020해명호 서해영해 50~100톤미만 11월 16-20시,조타장치손상
어선 제789청풍호 서해공해 50~100톤미만 5월 0-4시,부유물감김
어선 제789청풍호 서해공해 50~100톤미만 5월 12-16시,침수
"유조선 빌리언즈 넘버 18 남해영해 5,000~10,000톤미만 4월 4-8시",충돌
"어선 202기룡호 장항항,군산항 및 진입수로 50~100톤미만 5월 20-24시",운항저해
어선 중원호 서해영해 50~100톤미만 5월 8-12시,안전사고
어선 방주호 서해영해 5~10톤미만 9월 8-12시,충돌
어선 제1금강호 서해영해 50~100톤미만 6월 12-16시,안전사고
"화물선 케이에스 헤르메스호 서해영해 5,000~10,000톤미만 11월 4-8시",충돌
어선 제207민어호 서해영해 50~100톤미만 9월 12-16시,기관손상
어선 27협신호 남해영해 50~100톤미만 11월 4-8시,조타장치손상
어선 제77장원호 동해공해 50~100톤미만 11월 4-8시,기관손상
어선 아이니원호 남해영해 5~10톤미만 9월 8-12시,충돌
어선 제711세진호 동해공해 50~100톤미만 12월 4-8시,기관손상
어선 제7동양호 서해영해 50~100톤미만 10월 4-8시,충돌
"화물선 현진호 서해영해 5,000~10,000톤미만 10월 20-24시",접촉
예인선 대동8호 서해영해 100~500톤미만 3월 4-8시,안전사고
어선 2009광양호 동해공해 50~100톤미만 2월 16-20시,부유물감김
어선 7동양호 서해영해 50~100톤미만 6월 8-12시,충돌
"어선 5태화호 삼천포, 통영항, 통영해만, 견내량수로 50~100톤미만 7월 0-4시",충돌
어선 21남수호 부산항 및 진입수로 50~100톤미만 8월 0-4시,충돌
"화물선 수성1호 남해영해 5,000~10,000톤미만 8월 8-12시",조타장치손상
"화물선 단양호 장항항,군산항 및 진입수로 5,000~10,000톤미만 4월 4-8시",침수
어선 청해호 남해영해 50~100톤미만 8월 0-4시,충돌
"화물선 단양호 기타 5,000~10,000톤미만 2월 20-24시",기관손상
어선 제109장성호 동해공해 50~100톤미만 9월 8-12시,기관손상
어선 제207신영호 남해영해 30~50톤미만 9월 8-12시,충돌
어선 제21구진호 남해공해 50~100톤미만 12월 8-12시,부유물감김
어선 제21구진호 남해영해 50~100톤미만 12월 12-16시,안전사고
어선 21구진호 남해영해 50~100톤미만 10월 16-20시,조타장치손상
어선 제7동양호 서해영해 50~100톤미만 9월 12-16시,해양오염
어선 제98금양호 인천항 및 진입수로 50~100톤미만 8월 20-24시,화재 · 폭발
어선 제3은성호 동해영해 50~100톤미만 12월 16-20시,기관손상
어선 제5광운호 서해영해 50~100톤미만 8월 8-12시,충돌
어선 제112제일호 서해영해 50~100톤미만 7월 0-4시,충돌
어선 21구진호 남해영해 50~100톤미만 10월 16-20시,부유물감김
어선 237양창호 남해공해 50~100톤미만 12월 12-16시,기관손상
어선 제98금양호 서해영해 50~100톤미만 1월 12-16시,추진축계손상
"화물선 씨그랜드 동해영해 5,000~10,000톤미만 2월 16-20시",접촉
어선 제237양창호 남해공해 50~100톤미만 4월 12-16시,안전사고
"유조선 새한글로리아 울산항(미포만포함), 포항항 5,000~10,000톤미만 3월 4-8시",충돌
어선 제11일진호 동해공해 50~100톤미만 4월 8-12시,기관손상
"유조선 에스씨충칭(SC CHONGQING) 울산항(미포만포함), 포항항 5,000~10,000톤미만 2월 0-4시",충돌
"화물선 씨스타호 서해영해 5,000~10,000톤미만 5월 20-24시",충돌
"화물선 씨스타호 서해영해 5,000~10,000톤미만 5월 12-16시",화재 · 폭발
어선 제99영신호 동해공해 50~100톤미만 5월 12-16시,충돌
어선 청일호 동해공해 50~100톤미만 7월 20-24시,기관손상
어선 제101백구호 남해영해 50~100톤미만 10월 20-24시,충돌
어선 제27명선호 남해영해 50~100톤미만 10월 12-16시,안전사고
어선 누리호 서해공해 10~15톤미만 9월 20-24시,안전사고
어선 청일호 동해영해 50~100톤미만 11월 8-12시,조타장치손상
어선 제101백구호 남해영해 50~100톤미만 12월 20-24시,충돌
"유조선 타스코아마리트 울산항(미포만포함), 포항항 5,000~10,000톤미만 8월 16-20시",충돌
어선 제12창명호 남해공해 50~100톤미만 1월 16-20시,충돌
어선 강만호 서해공해 50~100톤미만 4월 8-12시,안전사고
"화물선 하이 홍 서해영해 5,000~10,000톤미만 11월 8-12시",충돌
"화물선 월드위너호 서해영해 5,000~10,000톤미만 1월 8-12시",충돌
어선 대명호 서해영해 50~100톤미만 4월 4-8시,안전사고
어선 102동진호 서해공해 50~100톤미만 6월 16-20시,추진축계손상
어선 청일호 서해영해 50~100톤미만 7월 20-24시,운항저해
"화물선 월드위너호 장항항,군산항 및 진입수로 5,000~10,000톤미만 5월 12-16시",충돌
어선 72대명호 남해영해 50~100톤미만 1월 4-8시,좌초
"여객선 아리온제주호 제주항, 서귀포항 5,000~10,000톤미만 11월 12-16시",충돌
"어선 청일호 삼천포, 통영항, 통영해만, 견내량수로 50~100톤미만 2월 8-12시",화재 · 폭발
어선 2019명성호 서해영해 50~100톤미만 5월 20-24시,안전사고
"유조선 만달라호(MANDALA) 울산항(미포만포함), 포항항 5,000~10,000톤미만 11월 12-16시",해양오염
어선 제505협신호 목포항 및 진입수로 50~100톤미만 5월 4-8시,화재 · 폭발
"기타선 리스폰더 남해공해 5,000~10,000톤미만 9월 0-4시",화재 · 폭발
어선 대명호 서해영해 50~100톤미만 6월 16-20시,기관손상
어선 대명호 서해영해 50~100톤미만 8월 20-24시,기관손상
어선 203남광호 남해영해 50~100톤미만 8월 12-16시,부유물감김
어선 제709주영호 동해공해 50~100톤미만 11월 12-16시,부유물감김
어선 제505협신호 남해영해 50~100톤미만 11월 12-16시,안전사고
어선 제219기룡호 서해영해 50~100톤미만 4월 20-24시,안전사고
어선 9009경진호 남해영해 50~100톤미만 6월 16-20시,안전사고
어선 100호 남해영해 3~5톤미만 10월 4-8시,충돌
어선 9009경진호 서해영해 50~100톤미만 9월 4-8시,추진축계손상
어선 제103유성호 동해영해 50~100톤미만 11월 12-16시,운항저해
어선 대한호 남해영해 3~5톤미만 10월 4-8시,충돌
어선 제7대성호 동해영해 50~100톤미만 5월 20-24시,기타
어선 7대성호 서해공해 50~100톤미만 7월 20-24시,추진축계손상
어선 제7대성호 기타 50~100톤미만 5월 16-20시,기관손상
어선 제7대성호 서해공해 50~100톤미만 7월 4-8시,기관손상
"여객선 한일카훼리1호 기타개항 5,000~10,000톤미만 11월 8-12시",접촉
수상레저기구 대명호 남해영해 1톤미만 9월 20-24시,충돌
"여객선 한일카페리1호 제주항, 서귀포항 5,000~10,000톤미만 6월 16-20시",좌초
"화물선 엘피스호 서해영해 5,000~10,000톤미만 5월 20-24시",충돌
어선 제7대성호 동해공해 50~100톤미만 10월 0-4시,추진축계손상
"화물선 ELPIS호 울산항(미포만포함), 포항항 5,000~10,000톤미만 5월 8-12시",안전사고
어선 제7대성호 동해공해 50~100톤미만 11월 16-20시,안전사고
어선 제215대양호 목포항 및 진입수로 50~100톤미만 1월 12-16시,충돌
어선 제207유신호 남해영해 50~100톤미만 7월 4-8시,부유물감김
어선 1288청룡호 기타 50~100톤미만 7월 12-16시,기관손상
어선 제107혜원호 서해영해 50~100톤미만 8월 8-12시,충돌
어선 제209주영호 동해공해 50~100톤미만 1월 12-16시,충돌
어선 제27청신호 동해영해 50~100톤미만 4월 16-20시,안전사고
어선 27청신호 동해영해 50~100톤미만 6월 8-12시,충돌
"화물선 카리스 페가서스(KHARIS PEGASUS)호 남해영해 5,000~10,000톤미만 11월 0-4시",충돌
어선 제1288청용호 남해공해 50~100톤미만 9월 8-12시,기관손상
어선 11고려호 서해영해 50~100톤미만 7월 20-24시,부유물감김
어선 1288청룡호 서해공해 50~100톤미만 8월 20-24시,기관손상
어선 제207유신호 기타 50~100톤미만 8월 8-12시,기관손상
어선 제709주영호 동해공해 50~100톤미만 11월 20-24시,충돌
어선 3000무지개호 목포항 및 진입수로 50~100톤미만 3월 12-16시,추진축계손상
어선 제1288청용호 서해영해 50~100톤미만 4월 20-24시,충돌
어선 제207유신호 서해영해 50~100톤미만 10월 0-4시,충돌
"유조선 STOLT BOTAN호 동해영해 5,000~10,000톤미만 7월 12-16시",기관손상
어선 제12고려호 남해영해 50~100톤미만 12월 16-20시,안전사고
어선 제207유신호 서해공해 50~100톤미만 5월 20-24시,기타
"유조선 스브야토이페트르(SVYATOY PETR) 울산항(미포만포함), 포항항 5,000~10,000톤미만 1월 12-16시",해양오염
"화물선 청양호 목포항 및 진입수로 5,000~10,000톤미만 7월 20-24시",충돌
"화물선 청양호 동해영해 5,000~10,000톤미만 10월 4-8시",충돌
어선 1288청룡호 남해공해 50~100톤미만 7월 12-16시,기관손상
"화물선 이지 프로스페러티 서해영해 5,000~10,000톤미만 12월 16-20시",안전사고
어선 제103신광호 남해공해 50~100톤미만 7월 12-16시,추진축계손상
어선 55아진호 남해공해 50~100톤미만 10월 0-4시,화재 · 폭발
어선 제77광성호 서해영해 50~100톤미만 4월 20-24시,조타장치손상
어선 제6대양호 서해공해 50~100톤미만 7월 16-20시,기관손상
어선 제6대양호 서해공해 50~100톤미만 7월 16-20시,기관손상
어선 제2017국성호 서해영해 50~100톤미만 9월 16-20시,부유물감김
"화물선 다라호 기타 5,000~10,000톤미만 6월 4-8시",접촉
어선 2017한일호 서해영해 50~100톤미만 11월 20-24시,충돌
"화물선 성우제주호 제주항, 서귀포항 5,000~10,000톤미만 5월 4-8시",좌초
어선 939월척호 남해영해 3~5톤미만 9월 20-24시,충돌
"기타선 모아썬12001호 남해영해 5,000~10,000톤미만 6월 12-16시",충돌
어선 제111신건호 기타개항 50~100톤미만 11월 12-16시,충돌
어선 제3성춘호 동해공해 50~100톤미만 12월 0-4시,추진축계손상
어선 제17남영호 남해영해 50~100톤미만 1월 8-12시,화재 · 폭발
어선 제2017국성호 남해영해 50~100톤미만 12월 12-16시,부유물감김
어선 제3성춘호 동해공해 50~100톤미만 4월 16-20시,추진축계손상
어선 동준호 남해영해 50~100톤미만 3월 16-20시,안전사고
어선 동준호 남해영해 50~100톤미만 3월 12-16시,안전사고
"여객선 블루스타호 제주항, 서귀포항 5,000~10,000톤미만 12월 16-20시",충돌
어선 107분도호 서해영해 5~10톤미만 10월 20-24시,충돌
어선 제205갑진호 서해영해 5~10톤미만 10월 20-24시,충돌
"화물선 안톤 구린 남해공해 5,000~10,000톤미만 3월 0-4시",충돌
"화물선 케이라인호 제주항, 서귀포항 5,000~10,000톤미만 5월 8-12시",접촉
어선 7이성호 남해영해 50~100톤미만 7월 12-16시,기관손상
"유조선 온산케미 기타 5,000~10,000톤미만 11월 8-12시",안전사고
어선 제77광성호 서해영해 50~100톤미만 9월 0-4시,기관손상
어선 808해정호 남해공해 50~100톤미만 12월 8-12시,조타장치손상
어선 제111옥영호 서해공해 50~100톤미만 1월 16-20시,부유물감김
"화물선 프리오 포세이돈호(FRIO POSEIDON) 부산항 및 진입수로 5,000~10,000톤미만 4월 8-12시",해양오염
"화물선 카라니안 리퍼 부산항 및 진입수로 5,000~10,000톤미만 12월 12-16시",해양오염
어선 제101성복호 동해공해 50~100톤미만 2월 20-24시,조타장치손상
어선 제101성복호 동해공해 50~100톤미만 5월 12-16시,부유물감김
어선 제111옥영호 남해공해 50~100톤미만 2월 16-20시,부유물감김
어선 명성호 남해영해 2~3톤미만 10월 8-12시,충돌
어선 311길령호 서해공해 50~100톤미만 8월 4-8시,안전사고
수상레저기구 대물호 남해영해 1~2톤미만 10월 8-12시,충돌
어선 제311길령호 서해공해 50~100톤미만 9월 16-20시,추진축계손상
어선 제111옥영호 서해공해 50~100톤미만 11월 8-12시,추진축계손상
어선 제37부경호 서해공해 50~100톤미만 12월 16-20시,부유물감김
"화물선 이엘비마스터 남해영해 5,000~10,000톤미만 1월 16-20시",충돌
어선 제2천양호 동해영해 50~100톤미만 4월 0-4시,충돌
어선 아시아호 목포항 및 진입수로 1~2톤미만 10월 16-20시,충돌
어선 77예은호 부산항 및 진입수로 50~100톤미만 1월 4-8시,충돌
"유조선 새한이스트렐라호 남해영해 5,000~10,000톤미만 9월 20-24시",충돌
어선 제75인준호 서해공해 50~100톤미만 1월 16-20시,부유물감김
어선 제75인준호 남해공해 50~100톤미만 2월 0-4시,충돌
어선 제101신광호 남해공해 50~100톤미만 2월 0-4시,안전사고
어선 제2002유성호 남해공해 50~100톤미만 3월 12-16시,부유물감김
어선 제75인준호 남해영해 50~100톤미만 3월 8-12시,충돌
"화물선 CRYSTAL ATLANTICA 부산항 및 진입수로 5,000~10,000톤미만 11월 16-20시",해양오염
"화물선 프린세스호 부산항 및 진입수로 5,000~10,000톤미만 5월 8-12시",안전사고
어선 제313대경호 서해공해 50~100톤미만 7월 4-8시,부유물감김
어선 제2영신호 서해공해 50~100톤미만 11월 16-20시,기관손상
"화물선 맥스 프린스호 남해공해 5,000~10,000톤미만 8월 0-4시",충돌
어선 제105문창호 남해공해 50~100톤미만 1월 4-8시,충돌
어선 제201 인성호 남해공해 50~100톤미만 2월 8-12시,부유물감김
어선 제800어령호 기타 50~100톤미만 2월 20-24시,부유물감김
"화물선 비제이 퀸호 기타 5,000~10,000톤미만 9월 16-20시",화재 · 폭발
어선 제75인준호 서해공해 50~100톤미만 4월 0-4시,안전사고
어선 제339풍운호 남해공해 50~100톤미만 10월 8-12시,안전사고
어선 제201인성호 서해영해 50~100톤미만 10월 0-4시,부유물감김
"화물선 텐왕지싱 남해영해 5,000~10,000톤미만 4월 8-12시",해양오염
어선 제201인성호 남해공해 50~100톤미만 11월 4-8시,부유물감김
어선 2013성풍호 남해영해 50~100톤미만 11월 4-8시,충돌
어선 대일호 서해공해 50~100톤미만 5월 8-12시,안전사고
어선 317금강호 서해영해 50~100톤미만 7월 0-4시,화재 · 폭발
어선 제201인성호 서해영해 50~100톤미만 9월 8-12시,추진축계손상
"화물선 크리스탈아시아호 남해영해 5,000~10,000톤미만 12월 20-24시",해양오염
"화물선 디에스블루웨이브 남해영해 5,000~10,000톤미만 12월 0-4시",충돌
"화물선 디에스블루웨이브 남해영해 5,000~10,000톤미만 12월 12-16시",충돌
어선 인성호 서해공해 50~100톤미만 9월 16-20시,충돌
어선 제201인성호 남해공해 50~100톤미만 10월 12-16시,부유물감김
